9.043750700057917591e-07,1.058167616959381441e+00
9.043875699998871198e-07,1.058167616959381441e+00
9.044000700009213745e-07,1.058167616959381441e+00
9.044125700019556291e-07,1.058167616959381441e+00
9.044250700029898837e-07,1.058167616959381441e+00
9.044375700040241384e-07,1.058167616959381441e+00
9.044500700050583930e-07,1.058167616959381441e+00
9.044625700060926476e-07,1.058167616959381441e+00
9.044750700001880084e-07,1.058167616959381441e+00
9.044875700012222630e-07,1.058167616959381441e+00
9.045000700022565177e-07,1.058167616959381441e+00
9.045125700032907723e-07,1.058167616959381441e+00
9.045250700043250269e-07,1.058167616959381441e+00
9.045375700053592816e-07,1.058167616959381441e+00
9.045500699994546423e-07,1.058167616959381441e+00
9.045625700004888969e-07,1.058167616959381441e+00
9.045750700015231516e-07,1.058167616959381441e+00
9.045875700025574062e-07,1.058470503007639563e+00
9.046000700035916608e-07,1.058773562499544241e+00
9.046125700046259155e-07,1.059076795584118047e+00
9.046250700056601701e-07,1.059380202410555194e+00
9.046375699997555309e-07,1.059683782959650822e+00
9.046500700007897855e-07,1.059987537717983042e+00
9.046625700018240401e-07,1.060291466666786864e+00
9.046750700028582948e-07,1.060595569955940842e+00
9.046875700038925494e-07,1.060899847735496948e+00
9.047000700049268040e-07,1.061204300155678348e+00
9.047125700059610587e-07,1.061508927366880739e+00
9.047250700000564194e-07,1.061813729350425728e+00
9.047375700010906741e-07,1.062118706595452711e+00
9.047500700021249287e-07,1.062423859083726274e+00
9.047625700031591833e-07,1.062729186966335115e+00
9.047750700041934380e-07,1.063034690394540682e+00
9.047875700052276926e-07,1.063340369519779838e+00
9.048000700062619472e-07,1.063646224493662418e+00
9.048125700003573080e-07,1.064304440276035324e+00
9.048250700013915626e-07,1.064963471575747445e+00
9.048375700024258173e-07,1.065623319542838177e+00
9.048500700034600719e-07,1.066283985696262038e+00
9.048625700044943265e-07,1.066945471558743419e+00
9.048750700055285812e-07,1.067607778656786799e+00
9.048875699996239419e-07,1.068270908152349596e+00
9.049000700006581965e-07,1.068934862315755963e+00
9.049125700016924512e-07,1.069599642317040633e+00
9.049250700027267058e-07,1.070265249697950338e+00
9.049375700037609604e-07,1.070931686004071848e+00
9.049500700047952151e-07,1.071598952784843295e+00
9.049625700058294697e-07,1.072267051593567500e+00
9.049750699999248305e-07,1.072935983615859179e+00
9.049875700009590851e-07,1.073605751155448429e+00
9.050000700019933397e-07,1.074276355406202255e+00
9.050125700030275944e-07,1.074947797936999905e+00
