9.096875700012607702e-07,-1.746163686242059587e-01
9.097000700022950248e-07,-1.433082284915584703e-01
9.097125700033292794e-07,-1.118707953008101913e-01
9.097250700043635341e-07,-8.034092488623749417e-02
9.097375700053977887e-07,-4.874990087913069065e-02
9.097500699994931495e-07,-1.712321841250170895e-02
9.097625700005274041e-07,1.451952656750134241e-02
9.097750700015616587e-07,4.616465796095485519e-02
9.097875700025959134e-07,7.780436535260781827e-02
9.098000700036301680e-07,1.094365884771241748e-01
9.098125700046644226e-07,1.410648506799958291e-01
9.098250700056986773e-07,1.726980480769959303e-01
9.098375699997940380e-07,2.043501973275485550e-01
9.098500700008282926e-07,2.360401414193111780e-01
9.098625700018625473e-07,2.677912101289914304e-01
9.098750700028968019e-07,2.996308300982137296e-01
9.098875700039310566e-07,3.315900789553744565e-01
9.099000700049653112e-07,3.637031787122010362e-01
9.099125700059995658e-07,3.960069255792292298e-01
9.099250700000949266e-07,4.285400562791212842e-01
9.099375700011291812e-07,4.613425544993299821e-01
9.099500700021634358e-07,4.944549050222594722e-01
9.099625700031976905e-07,5.279173068573153049e-01
9.099750700042319451e-07,5.617688599254213599e-01
9.099875700052661998e-07,5.960467424639134260e-01
9.100000700063004544e-07,6.307853977684145796e-01
9.100125700003958151e-07,6.660157494441155679e-01
9.100250700014300698e-07,7.017644637815131370e-01
9.100375700024643244e-07,7.380532764789001776e-01
9.100500700034985790e-07,7.748983989667168615e-01
9.100625700045328337e-07,8.123100171387545032e-01
9.100750700055670883e-07,8.502918928060080317e-01
9.100875699996624490e-07,8.888410756172369087e-01
9.101000700006967037e-07,9.279477309618465730e-01
9.101125700017309583e-07,9.675950871433579570e-01
9.101250700027652130e-07,1.007759503094817211e+00
9.101375700037994676e-07,1.048410655987745521e+00
9.101500700048337222e-07,1.089511845985533078e+00
9.101625700058679769e-07,1.131020413054138363e+00
9.101750699999633376e-07,1.172888258226015612e+00
9.101875700009975922e-07,1.215062458829422543e+00
9.102000700020318469e-07,1.257485964130908407e+00
9.102125700030661015e-07,1.300098354804816836e+00
9.102250700041003562e-07,1.342836646853767801e+00
9.102375700051346108e-07,1.385636118367016056e+00
9.102500700061688654e-07,1.428431136092624065e+00
9.102625700002642262e-07,1.471155958540303565e+00
9.102750700012984808e-07,1.513745493256108299e+00
9.102875700023327354e-07,1.556135988055201924e+00
9.103000700033669901e-07,1.598265639443013031e+00
9.103125700044012447e-07,1.640075105651386700e+00
9.103250700054354994e-07,1.681507916622517973e+00
9.103375699995308601e-07,1.722510778360040629e+00
9.103500700005651147e-07,1.763033774000684062e+00
9.103625700015993694e-07,1.803030468447813561e+00
